date,name,comment,rating
2024-01-25,Md Muzzammil,Very good,5.0
2024-01-25,ashok awasthi,खुलता ही नहीं इसलिए फाइव स्टार,5.0
2024-01-25,Aosafahmad Ansari,Good,3.0
2024-01-25,Heena patel,Heena panchotiya,4.0
2024-01-25,Nandanachakravarthi T,Good,5.0
2024-01-25,Pooja Zinta,Can't even open the app. Hire a good developer. Why you build the app if people can't even use it?,1.0
2024-01-25,Varinder Rawat,Not working today 25 jan 2024 I open but not open this app,1.0
2024-01-25,Er A Jegan,Unable to start this app,1.0
2024-01-25,Shafi Rather,Very nice app,5.0
2024-01-25,Nilay Nayak,App doesn't start,1.0
2024-01-25,Renukaprasad Sk,It's not possible to open,1.0
2024-01-25,Abdul Ghani,Useless app Not open and not working problem,1.0
2024-01-25,Suren Rane,"Can't run the App. It just terminates immediately after launching, without showing any error. Please help.",1.0
2024-01-25,Hussain A.M,Unable to app after installation,1.0
2024-01-25,CHARMI,Time wastage app. Not open after installing,1.0
2024-01-25,mj Salvi,Software get lags,1.0
2024-01-25,Pvr Computers & Travels,App not working,1.0
2024-01-25,Jintu Moni Deka,Even i failed to open this app,1.0
2024-01-25,ravinder rachakatla,App not opening,1.0
2024-01-25,jayesh khambhadiya,App doesn't start,1.0
2024-01-25,Romith Gupta,Why its not opening?? After it showing new version available but when re-directed to play store! Its showing nothing!! Even i have re-installed the app though same issue are showing!! Please do the needful ASAP. Edited on 25th January 2024 Till date the application is not opening.. while I tried to open the application it's closing as soon as opened... Will it ever work??,1.0
2024-01-25,M K,"App does not even open. Just showing below message. ""Unable to start app due to network connection""",1.0
2024-01-25,Ameet Kumar,Very useless..not working,1.0
2024-01-25,ashish suthar,"Great App, very user friendly UI. Its so user-friendly that app never opens up showing ""network connection issue"" even my 5G and on highspeed wifi too. Hence, neednot to think even about the app UI, great. Keep it up Govt. Badass developers!!! Enjoy your DA, Leaves and have fun.",1.0
2024-01-25,Maqbool Hajam,Good,5.0
2024-01-25,Riyaz Khan,Good app,5.0
2024-01-25,Bhaskar Jyoti Sarma,Good,5.0
2024-01-25,RAJKISHOR MANDAL,Not start app App not working,1.0
2024-01-24,mahavir kumar,Very nice,5.0
2024-01-24,Moharsingh Kushwah Mo,Good morning,5.0
2024-01-24,Sapan Chandra Biswas,Excellent,5.0
2024-01-24,SANT RAM,Good,5.0
2024-01-24,Vedant Dayanand Patil,Good yojna,5.0
2024-01-24,Shahina taj,Good,1.0
2024-01-24,Tribhuvan Singh,Very bad app abha not oped,1.0
2024-01-24,hemant dhyani,It's not logging in,1.0
2024-01-24,Kalasri Praveen,This app not open.. Network problem,1.0
2024-01-24,Nayan Mallick,Good,5.0
2024-01-24,machesh bagada,Network Connection Error But i am Using Jio 5G Network And Speed is 45/50Mb/s,1.0
2024-01-24,Piyu 07,Useless App It Doesn't Even Start It Says Unable To Start App Due To Network Problem I Have WiFi 💀,1.0
2024-01-23,MMMohan Reddy,Good,5.0
2024-01-23,Anil Chandel,Good,4.0
2024-01-23,Bhabesh Goswami,Good.,5.0
2024-01-23,Ansari Abdul,Ggikhytui,5.0
2024-01-22,Kuraganti Anil kumar,Not working,1.0
2024-01-22,Sibu Mandal,Good,4.0
2024-01-21,MEHFOOZ KHAN,Good 👍 100 Very good 👍 👍,5.0
2024-01-20,parbadiya Aslam,Best,5.0
2024-01-19,Amit Kumar,Rimjhim Kumari,2.0
2024-01-19,rajsrm Gupta,Good activation,5.0
2024-01-19,Kamal Khishor,Ammol,5.0
2024-01-18,AKASH ADE ADE,Very Useful App,3.0
2024-01-17,Puran Sharma,Good,5.0
2024-01-17,Ravindra Ranade,Awesome,5.0
2024-01-17,Dinesh sankle Sankle,"I am trying to get my abha number but it's showing invalid credentials, it's showing error as well",1.0
2024-01-17,Mohana Rao,For speedy token genaration.,5.0
2024-01-16,Omkar Malvadkar,"Pathetic condition I logged in just now and it's asking me to login again, 😡😡 Details didn't fetch. Everytime asking me to get login credentials. 😡😡Pathetic condition of hospital also they are even not aware what is ABHA and all. All staff members are useless. Before display all this hordings they need to do the awareness among the staff members 😠😠",1.0
2024-01-15,Amrat gaming,👍,5.0
2024-01-15,Zaheer Shaikh,👍,5.0
2024-01-15,shubham sahore,Address not updated always show error,1.0
2024-01-15,ShakiR Shaikh,Photo Not updating,1.0
2024-01-14,Dhyey Patel,"Very bad app due to its glitchy interface and bad server strength, very disappointed in the government. I don't why it is mandatory for students to have it useless we have aadhars",1.0
2024-01-14,Sushant Dhoke,Very poor performance and useless app. Many errors while operating and not user friendly.,1.0
2024-01-13,Alfiya Ghufran,Good,2.0
2024-01-12,SUKHVEER SINGH,I can't change my photo.,1.0
2024-01-12,Padmanabhan Rariyankandath,Supporting other apps by ABHA app will make illigal enterfirence .be caution to know 🤓🇪🇬,1.0
2024-01-12,Punyashila S Jain,बहुत ही अच्छी योजनाएं जनसाधारण के लिए बहुत बहुत धन्यवाद,5.0
2024-01-12,Thippeswamy S naggeppa,Good,5.0
2024-01-12,Nilesh Rathod,V Nice Sir,2.0
2024-01-12,sunil tamar,Verry good,5.0
2024-01-11,JAYANT JP,good,5.0
2024-01-11,Sanjay Athiya,Sanjaya Athiya,5.0
2024-01-11,JWALA SANTHU,Nice,5.0
2024-01-11,LAKSHMI NARASIMHA CHOWDARY,"When we were enquiring about the ABHA many hospitals at Vijayawada Andhra Pradesh, are not accepting since this insurance is not yet allocated for the value and not mentioned anything about the diagnosis or claims.",5.0
2024-01-10,Thrivikraman Thankapan Vijayamma,Good experiance,5.0
2024-01-10,Bilal Bhana,Good👍,5.0
2024-01-10,Prashanth mamidi,Good,5.0
2024-01-10,ruchi pardeshi,Form aage jate hi nahi he ghatiya aap.,1.0
2024-01-10,Manoj Yadav,Tui,1.0
2024-01-09,Sahil Kumar,Not working on time,1.0
2024-01-09,Sushmita R Gopinath,When I tried creating new ABHA number it says please try again after sometime. But when I tried after sometime again the same message flashes.,1.0
2024-01-09,Hasnain Ali,Very very baddd,1.0
2024-01-09,Pradeep kumar,Very good,5.0
2024-01-09,M LAXMANJI,Good,5.0
2024-01-09,Munish Mehta,Very good,5.0
2024-01-09,Umesh Dhomane,Supper,4.0
2024-01-09,Nagaraju Alumula Raju,Nice modi sir,5.0
2024-01-09,Kapur Rawat,Plzz check application is not working properly,4.0
2024-01-08,Kunal Kirtakar,Nice,5.0
2024-01-08,Rakesh bhargav,Registration at home thanks ABHA,5.0
2024-01-08,vittal kakade,Very good,5.0
2024-01-07,VJ Raj,Useless app. I am unable to login.,1.0
2024-01-07,Vijay Kumar Das,Thanks Abha,3.0
2024-01-06,Rajanna Durgam,Nice 👍👍👍 app you try this app ok,5.0
2024-01-06,Bubai singh,Nice work app,5.0
2024-01-06,Sagar Kumar,Ok,5.0
2024-01-05,Subhash Choksi,How to get ABHA NO?,5.0
2024-01-05,Rajbha Solanki,અઅઅલ,1.0
2024-01-05,Nanhe Mourya,Okey ji,5.0
2024-01-05,Saki Ashraf,Nice app,5.0
2024-01-04,Sushil Tyagi Director,Good,3.0
2024-01-04,Arvind Arjariya,Bahut achha,5.0
2024-01-03,Chandan Bindra,Chandan Kumar Bindra,3.0
2024-01-03,M Mallesh,Super,1.0
2024-01-03,urmilaben parmar,Very useful thanks for helping,5.0
2024-01-03,Gauri Shankar,💯💯💯💯💯💯✌✌✌🙏🙏🙏,5.0
2024-01-02,Aijaz Bhat,Excellent,4.0
2024-01-02,Dariyavsingh Rajpurohit,Good app,5.0
2024-01-02,Chimangiri Goswami,Very good application,5.0
2024-01-02,Altaf Husian,Good Application,4.0
2024-01-02,Antony Rone Oliver,Why my cowin details are not showing in linking facilities. I've given my contact number and it shows no user. It's the same number I've used on cowin portal.,3.0
2024-01-02,Satheesha T S,Very nice,5.0
2024-01-02,Mhd,Useless Plz fix problems.. your app is not working properly,1.0
2024-01-02,venkat bhukya,",2z AA jk AA i",4.0
2024-01-01,Girdhar Vataliya,Good,5.0
2024-01-01,SARVAJEET KUMAR,५ईयर,5.0
2023-12-30,awesome joy,Abha is ABHA,3.0
2023-12-30,KK CHAUDHARY,it is keep showing allow permission from setting but i have already allowed it from setting but still not opening.,1.0
2023-12-30,GOVERDHAN SINGH,Ggood Good,5.0
2023-12-30,Umesh Chandra Tiwari,Great experience 👍,5.0
2023-12-30,Nala Saravanan,Good,5.0
2023-12-29,Dwarkanath Kulkarni,Just Cheking,5.0
2023-12-29,Sadashiv,Jai siya ram🙏,5.0
2023-12-29,Omkarnath Kar,The app is full of bugs. Team is sleeping after the app launch ceremony.,2.0
2023-12-29,DASS D.M.,Very useful app,1.0
2023-12-29,Vikas Kamble,best,5.0
2023-12-29,Vrunda Kalangutkar,Very important thise aap,5.0
2023-12-28,Tariq Bhai,Very good app,5.0
2023-12-28,Neeraj Khandelwal,"I am unable to select the hospital name, it displays that In the list but does not let me select that",3.0
2023-12-28,Siddharth k,How it will open,2.0
2023-12-28,ANKIT OJHA,Very bed and farji app,1.0
2023-12-28,Naveen Sati,Good,5.0
2023-12-28,SAHIL KUMAR,nice,5.0
2023-12-28,Dr. Mohd Altaf Lone,"This update of the app is pathetic. The aap often tells about the permission regarding location, storage and camera even after having all the three permitted. Older versions were running good. Kindly resolve this update..",1.0
2023-12-28,Kaku Rajput,Ok,5.0
2023-12-28,AT Present,I have already given all the permissions but the app is asking for permissions in a dialog box,3.0
2023-12-28,Devendra kumar Pandey,"Excellent update now the app is not even opening , how useless government employees are",1.0
2023-12-28,Shah Fahmida,"This app is not working properly as it shows permission for media, camera and location multiple times even after giving all. App was working previously but after updating it doesn't work at all... So don't update this app.",1.0
2023-12-28,D.Babushankar R.Devaraj,Super,5.0
2023-12-28,Mahesh Bambole,App very helpful registration process is smooth but hospital service is totally bad I am going for treatment but doctor is not available. And I was told that you should come for treatment after 4 days on Monday when the doctor comes. I had to go to a private clinic.,1.0
2023-12-28,Mushtaq Chauhan,Today on 28/12/2023 I have taken token read as 64 at 11:43 AM but the employee there has refused to accept.People are suffering this way are that way,1.0
2023-12-28,Shanu Sharma,app is not responding after this update.... I get into trouble having with a patient but at the same time,1.0
2023-12-28,Rajesh Suthar Bikaner,Asks for permissions even after all given. This happened after the new update today. 😠😠😠😡,1.0
2023-12-28,alemwati ao,"Stupid app. I don't what the programmers smoke and does their work. Even after giving all the permission it requires after the latest update, it still ask for permission and doesn't go further. What is this error? It's time to delete the account and the app itself.",1.0
2023-12-28,Umar Shaikh,Good 👍,4.0
2023-12-28,Vineeth Koppai,"I have re installed the app and tried to login, after the successful OTP verification, it asks for the permissions, allowed all that is asked for, immedietly after that it shows up a pop to give the same access and blocks the app screen. All the permissions are allowed, don't know why it asks again.",1.0
2023-12-28,ranganath p,The app is force closing every time I open it. My OS is android 14,1.0
2023-12-28,Finny Abraham,"Even after allowing all permissions, the app is showing ABHA needs the following permissions to run dialog",1.0
2023-12-28,K ABHISHEK KAMATH,This is a very ambitious app. This could change our health infrastructure. Kindly requesting concerned authorities to take this app seriously and provide better user experience to it's users. OTP validation issue is what is visible at the moment. Please check this. This is an amazing thought on creating such app. I will constantly help you with bugs to put out better versions. Very nice approach. Appreciate your efforts.,3.0
2023-12-28,शौर्या राज,after update app is not even opening,1.0
2023-12-28,Mahavirsinh Padhiyar,It crashes all the time. Once login it's stoped working. I am using Samsung Galaxy A54.,1.0
2023-12-28,Chandru Meena,App not working in settings permissions mode is selected but app not working,1.0
2023-12-28,Ajay Chabukswar,Good!!,4.0
2023-12-27,P s Bhati,Helpful app,5.0
2023-12-27,UMESH PATIL,Good,5.0
2023-12-27,Shahid Wani,Useless app does not open and is stopping automatically once clicked to open!! Wastage of precious time,1.0
2023-12-27,N Rattan,Very bad app,1.0
2023-12-27,Aash Mohommad,Nice app,5.0
2023-12-27,Keshav Baaba24,"Its totally bad because I go to hospital with my mom who have injury in his leg , and at that the I have no pack of internet so they didi not give a slip , for checkup all things done online",1.0
2023-12-27,Bhavesh Saidane,Nice App for all.,5.0
2023-12-27,Mouli Vemuru,V Good,5.0
2023-12-27,MANOJ CHAUHAN,Not Open the app,1.0
2023-12-27,Anil Nighol,👍👍👌👌,5.0
2023-12-27,Jintu Rajkhowa,Metal headct,1.0
2023-12-26,Pandurang Parab,Nice,4.0
2023-12-26,Suraj Gupta Gupta,This is a very good servis,5.0
2023-12-26,Chetram Record Production Official,not working after update Crash Android 14,3.0
2023-12-26,RNY. COM,Tho you get Abha number in this app but you are unable to get Ayushman card from this app.,2.0
2023-12-26,JAY RATHOD,"After creating account, it keeps force closing and not starting app.",1.0
2023-12-26,Better Tomorrow,Ekdm bekar app,1.0
2023-12-26,RAM LAKHAN MAURYA,Bhim,3.0
2023-12-25,mir ramzan,My AbHa note token gennet,5.0
2023-12-25,Nandha Kumar Nagarajan,With latest update app closing automatically,1.0
2023-12-25,Jaffar 6851,Keeps on crashing as soon as i try to login....,1.0
2023-12-25,madan bhanu,Good,3.0
2023-12-25,Girish Salaskar,"Government is making everything digital is good initiative, kudos for it. The app is working on redmi note 10s, but it's crashing on Samsung galaxy M34 5G. Please do the needful so app will work on any mobile.",3.0
2023-12-25,Mahesh Patel,good app,4.0
2023-12-24,J.R. Mehta,"Fails to connect with server very frequently. When I try to enter my address in my profile, I get the error ""Invalid pattern found"".",2.0
2023-12-24,Nisha Rani5810,Very nice aap,5.0
2023-12-24,Kumar Thakur,This health application is very good but photo quality is not good when download please fix it thanks,3.0
2023-12-24,RAWTHER BADUSHA BADARUDEEN,whenever i tried to install it says app is not working. please rectify it.,1.0
2023-12-24,Radheshyam Meenar,Radheshyaam Meena,5.0
2023-12-24,REBELBABA LIVE,"Every time closed the app automatically, doesn't work properly, worsted app👿👿",1.0
2023-12-23,Krishna Ubale,I can't login,1.0
2023-12-23,Aditya Gulati,App is not opening. Totally Useless app.,1.0
2023-12-23,Datta Mainkar,Very friendly and quick. No comparison of this with any digital app..,5.0
2023-12-23,chandrasekhara sastry,Not practically use ful yet. Requires lot of improvement to be of any practical use.,1.0
2023-12-23,GULZAR KHAN,Excelent,4.0
2023-12-23,Keyur Vachhani,After login nothing shows up downloaded new app on 23-12-2023 but not working still,1.0
2023-12-23,Ritesh Kumar,"App doesn't start, not working even after reinstalled.",1.0
2023-12-23,Vasim Akhtar,Very good very nice,5.0
2023-12-22,Somnath Biswas,Awesome,4.0
2023-12-22,Vikas Garg,"This app is constantly crashing. Instead of resolving this crashing problem, hospital authorities made me install Eka care app. After configuring eka care app i was able to get token.",1.0
2023-12-22,Neville Anand Naik,App keeps on restarting on login,1.0
2023-12-22,Kowshik H-134,Good communication,5.0
2023-12-21,Hemaanandan Palani,It's not working,1.0
2023-12-21,moнαᴍmad hafiz (нαfιz4υ),"App closed, can't able to use.",1.0
2023-12-21,Saranga Baishya,App closes automatically Unable to open,1.0
2023-12-21,Prateek Vatsa,App isn't working 😕,1.0
2023-12-21,JASHUBHAI PARMAR,Superb,5.0
2023-12-21,Sunita Devi,Very useful information for me good experience,5.0
2023-12-21,Sajjad Ahmed,Failed system.,1.0
2023-12-21,saddam Hussain,Useless app u can't login,1.0
2023-12-21,Means Rane,Meera Govind Rane,1.0
2023-12-21,Sushil Gautam,"Useless app and dissatisfied with this app. I can't login into my Abha account. Whenever I try to login, it crashes and get return to main screen where I've to fill login details again.",1.0
2023-12-21,Kankan Bhattacharjee,Good app,5.0
2023-12-20,Bir Pal Singh,This app is good,3.0
2023-12-20,SHIV KUMAR,Not easy operational,2.0
2023-12-20,Ismail Jahan,This app not work samsung a14 plz update,1.0
2023-12-20,Prashant Vishwakarma,Best aap,5.0
2023-12-20,A. K. Kaniganti,Good,5.0
2023-12-20,Shahnawaz Chandail,excellent,5.0
2023-12-20,Ashish Patole,Great App,5.0
2023-12-20,Ismail Billa,Network issu,2.0
2023-12-20,Rajkumar S,Soon,4.0
2023-12-20,Azhar Khan,Not opened,1.0
2023-12-19,Jangngam Singsit,Awesome,5.0
2023-12-19,Bikash Das,Ok,3.0
2023-12-19,Ashu Kotwal,Good,4.0
2023-12-19,SATYENDRA SAGAR,this is the worst app. it continues crashing. uninstalled.,1.0
2023-12-19,Gyan Prakash,Application does not work properly. Even this app have opening problem.,1.0
2023-12-18,Mansuri Sabir,Very good,5.0
2023-12-18,Rishu Singh,Nice👍,5.0
2023-12-18,Anilbaji Patthi,"X vcf Llllplllll ll l ll Lllll lo l ll llllolllllll ll lllll llllolllllll ll llllolllllll ll llllolllllll l ll llll l Aaaa xx ZZzxzzzzzzz SS HV y. U h . X,",5.0
2023-12-18,Amarjeet Singh,Single App For Multiple Family Members Link Is Not Available. Our Parents With Age 65+ Unable To Use Mobile.. But There Is No Option Link Faimly Members In Single App For Better Result,1.0
2023-12-18,Chiranjeev Kumar,"Automatically, app is closing. Not able to generate token number. Tried several times but couldn't get success.",2.0
2023-12-18,shubham mishra,App is not working in my samsung A73 smartphone. It get crash while opening 2) after updating and reinstall app didn't work same problem come again.,1.0
2023-12-18,Mousamraj Kashyap,Good,5.0
2023-12-17,Sanibha Ñiang,Stupid app what kind of app is this if you can't provide a useful app don't try to bcoz you will only get hatred from public... Useless app This app doesn't deserve even a single star,1.0
2023-12-17,Arshid Wani,It's not working There must be some new updates and features,1.0
2023-12-17,Ramesh Vishnu,Awesome,5.0
2023-12-17,Hardik Sanchaniya,Delicious,5.0
2023-12-17,Kishan Chile,Keep stopping,1.0
2023-12-15,KC Sharma,Easy and user friendly app,5.0
2023-12-15,siva nba6,మంచి ఆరోగ్యం కోసం మాత్రమే,5.0
2023-12-14,Shambhu Rajput,Good,5.0
2023-12-14,Anil kumar Sarvepalli,Useless app it doesn't fetch any records,1.0
2023-12-14,miriyala subramanyam,Super,5.0
2023-12-13,Rahul Singh,"Hello, I'm experiencing issues with the app on Android 14; it crashes upon starting. Please address this problem and release an update. Additionally, it would be beneficial if the app included details about the hospitals and laboratories that accept the Abha ID. Information on the advantages, such as insurance benefits, would also be helpful. Thank you.",2.0
2023-12-13,Bharat K H,I'm trying to login entered the otp pressed login after it takes you back to the sign in screen. Tried 2 times again same problem.,1.0
2023-12-13,Sanj,bakwas error fatching my opd health docs,1.0
2023-12-13,theashish85,The opening screen says Your health your choice. The app crashes about 10 seconds later. I read in the previous review about the same issue which was about a year back ie and the developer responded that the issue has been resolved. It seems the issue still remains unresolved.,1.0
2023-12-13,Bijay kumar Sharma,Best work,5.0
2023-12-13,Md Haider Khan,nice,5.0
2023-12-12,Arjunan Palanisamy,Very good application,4.0
2023-12-12,Gonthi Satyakumar,Exlent,5.0
2023-12-12,Ghule Arun,App unable to open. Even I tried reinstalling but not working.,1.0
2023-12-11,Manoj Kumar,I created my abha ID but deleted it due to some reasons. Upon creating my ID again the app is showing multiple id's with my name. Kindly check and resolve. You also need to put a check to prevent creation of multiple id's for same aadhar no,2.0
2023-12-11,Sagar Sikchi,"Useless App. I tried to login with mobile number, it pop ups with create new abha even if already have. I tried other options but it doesn't get login. It shows no authentication with selected option and return back to same screen. Very frustrating. The government schemes have very poor services. They don't focus on customer experience only take taxes but no proper work. Disgusting...",1.0
2023-12-11,its Bali,App not working adha number dalne pr bhi app nahi chl raha ye government ki tarha hai vote dal do or g.s.t de do ap jinda hi mr jao pr apko koi puchne bhi na aye,1.0
2023-12-11,raju barot,Excellent,5.0
2023-12-10,Pankaj Chavda,Good 👍 👍 👍,5.0
2023-12-10,Bhagwat Indurkar,It stopped working on android 14 on samsung os 6.0.,1.0
2023-12-10,Sarita Singh,Nice app,4.0
2023-12-09,Khan Nazir,It is like climbing mount everest to register,3.0
2023-12-09,nishant patel,I can't add my address and profile picture please solve this issue,4.0
2023-12-08,Brunda arun,App isn't working. I downloaded just now and it force closed everytime i try to login,2.0
2023-12-08,Pradeep kumar,Does not sign up,1.0
2023-12-07,Mudasir Iqbal,Excellent app.after installing app. Crashes every second,1.0
2023-12-07,mehta labhshankar,"It is good. but not explaining how to use. My specific difficulty is that Our Two ABHA accounts are registered in one mobile phone and Only One is opened, I am unable to open the other. Please guide me to get access to both the Accounts.",3.0
2023-12-06,Bandu Shirke,फेक ॲप,1.0
2023-12-06,Gsish Gsishb,Nice,5.0
2023-12-06,Gaurav Trivedi,Unable to login says something went wrong,1.0
2023-12-06,Hemant Palande,Not able to upload or change the profile photo.,2.0
2023-12-05,Johny Andrews,So far ok.. There is lot of rumours regarding fake and fraud similar Aaps..,3.0
2023-12-05,durugappa74 hanuma,👌 👌 👌 Services,5.0
2023-12-05,mitesh kabra,Un used app,1.0
2023-12-05,SHRIKRISHNA KONDUSKAR,ABHA APP NOT OPEN ANDROID 14 .01. APP CLOSE WHEN OPEN IN ANDROIDE 14.0 VERSION. PLEASE UPDATE.,1.0
2023-12-05,Fareed Ahmed,Nice App,5.0
2023-12-04,Swetha V,"Super, some time slow services",5.0
2023-12-04,Arman Ansari,Very good,5.0
2023-12-04,Ramamurty Mangatittu,Ok,5.0
2023-12-04,jayanti Jain,आयुष्मान भारत की जय,4.0
2023-12-03,Ravichethan N S,The app is not even opening to do anything. Why do you want to keep this app if it does not even open,1.0
2023-12-03,Ujjayan Roy,Account with abha number not found error...can't login,1.0
2023-12-03,Hriatpuia Lalhriatpuia (Kawhterenga),"Useless app, cant even login a after trying several times😜",1.0
2023-12-02,Somanathan Kalluparampil,Good Service 👍,5.0
2023-12-02,Anup Mandal,Good,5.0
2023-12-02,Johnvessly M,Not working in android 14 Samsung s23 ultra 5g,1.0
2023-12-02,BHAT KHURSHEED,Not working,3.0
2023-12-02,nikhil dogra,otp can not received and very slow processing unknown error problem,1.0
2023-12-02,Tanushree Mandal,Good,5.0
2023-12-02,Aiswrya Tompala,QR code After Q LINE LITTLE BAD ALMOST AHBA APP VERY GOOD,4.0
2023-12-02,bijay kumar,Very poor aaps,1.0
2023-12-02,Jayanth Balu,Supe,5.0
2023-12-01,pankaj udeshi,Superb,5.0
2023-12-01,Anurag Chauhan,Not getting the option to approve request,3.0
2023-11-30,Giridhar Logiah,I am Giridhar,5.0
2023-11-30,రవీంద్రనాధ్ బెనర్జీ కోలాటి,"Not working properly All the time it shows ""TOO MANY REQUESTS FOUND"" error",1.0
2023-11-30,Anoop Thakur,Good app for health measurement,5.0
2023-11-30,Falak Kapadia,"Something annoying, lastly they would not allow any OTP after taking all the information, doubtful App.",1.0
2023-11-30,Nishant Lakhani,this application is auto close when i open it. application not work in reach network area.,3.0
2023-11-30,Rajput kamal Raj,Good app,3.0
2023-11-30,Vasuki Balu,Good,5.0
2023-11-29,Harish Naik,Adress not getting updated worst app,2.0
2023-11-28,Charanjit Singh,Good,5.0
2023-11-28,Arvind Agrahari,"This is worst app . Delete/Deactivate Abha address remains coming soon from launch of the app. I doubted whether App developer wants or not to provide facility to deactivate/delete Abha address . I doubted about ""DATA SALE"" from this App.",1.0
2023-11-28,Francis Rodrigues,Very difficult to register. Sorry for the rating. Please look into the app algorithm.,2.0
2023-11-28,shiva paul,Very good app,5.0
2023-11-27,Bhiolina Kalita,Good 👍👍👍😊,5.0
2023-11-27,Peer Suhail,Worst ever initiative taken by illiterate Modi.,1.0
2023-11-27,Abdul Rasheed Mohammed,Good,5.0
2023-11-27,Mamtaz Ali,Mamtaz.ali. Mamtaz.ali. 6005,1.0
2023-11-27,Rajnesh Kumar,it's not working at all. after I entered adhar says invalid credentials neither it gives abha number. I installed twice and uninstalled,1.0
2023-11-27,Rinku Badhan,Nice,3.0
2023-11-27,Dhirendra Kumar,Good app,5.0
2023-11-26,Sravan Teja,"Name correction not getting reflected. I have corrected my profile name in the web portal by re-verification of e-KYC. However, the change is not getting reflected in the application.",3.0
2023-11-26,Durai A,Very very useful and important app.,5.0
2023-11-26,GN,Crashes,1.0
2023-11-26,Dinesh Shetty,"Well the app his little complicated, but after trying 3v4 times, I got it Successful",4.0
2023-11-25,Jothiarasu Jothiarasu,Super good,4.0
2023-11-25,Mushtaq Kumar,Not working contineously getting closed,1.0
2023-11-25,• Vëñöm BõY,Government can afford any good developer to make a well working apps . App crashes sometime Sometimes failed to work,3.0
2023-11-25,kumar shalit,Good app,5.0
2023-11-24,Aaqib Ahmad,I have never seen such a Worst app,1.0
2023-11-24,Ramesh Pandit,Nice,4.0
2023-11-24,Kadeeja Umma,I tried 10 30 times but still can't login with address The page with the address keeps coming up Hated government applications😤,1.0
2023-11-24,Kambhunath,Good,5.0
2023-11-24,Rajeev Kumar,Good,5.0
2023-11-23,Geeta P,Not working properly. Not showing profiles of family members & other details.,1.0
2023-11-23,Mohd shafi Wani,It is not working quickly.,1.0
2023-11-23,Thasthageer Thasthageer,Good 2023,5.0
2023-11-22,QAYOOM Urfey,Very bad app not open,4.0
2023-11-21,Aditya Patel,Koi kam ka app nhi h aakhir line hi lgana h to kya matlab is app ka bekar h mat download Karo na pareshan ho,1.0
2023-11-20,Rohan Gaurat,Unable to Link mobile no. To abha number Please guide.,4.0
2023-11-20,Avinash Kumar,App,5.0
2023-11-20,Charanjit Kour,Card downloading isn't working 👎,1.0
2023-11-18,PRAVEEN HEENA,Not useful at the Hospital,1.0
2023-11-18,PRAKASH GANDHI,Nice Work by BJP,5.0
2023-11-18,shivjeet singh maan,Good 👍 application,5.0
2023-11-17,Rajender Prasad Sharma,Simply excellent,5.0
2023-11-17,Mahira Akhlaqur,Best,5.0
2023-11-17,Mukti Guragain,Rare use,3.0
2023-11-17,Kartik Choundiye,""" Re-KYC Verification"" Please Add this option in the app . Because the information shown on the web nothing reflecting on the mobile app .",3.0
2023-11-17,Sk Stark,Bokkalo app Yevadi idea ra idhi bavers na kodakallara time bokka me valla .,1.0
2023-11-17,Prasanthi Rongali,Good,5.0
2023-11-17,prashant rai,App keeps crashing while requesting for permission,1.0
2023-11-16,subhash sarraf,Very bad,1.0
2023-11-16,ANAMA CHARAN PATRA,Good 👍 & satisfactory,5.0
2023-11-16,Sarvanand Singh,So helpful,5.0
2023-11-15,Ankit Diamond,Worst app,1.0
2023-11-15,Thakorbhai Patel,Good,5.0
2023-11-14,Bhimsen Mahalik,Good 👍,5.0
2023-11-14,Ram Niwas Rawat,Excellent,4.0
2023-11-14,Abhinav Chandra,This is really frustrating. App crashing and not opening at all. Please fix this,1.0
2023-11-14,Preet Kaur,Very good app but after some time it's not working proprly,4.0
2023-11-13,Dr ganesh Nimbalkar,Good.,5.0
2023-11-12,Jagannath Gharai,Nice,5.0
2023-11-11,Aakash 2020 (Atharva_Sonu2020),An Idea behind this app is so good. But I can't fetch the document from Digilocker to ABHA. 🙏Help😣Me out.,1.0
2023-11-11,Sandhu Dhaba,Prabhjot Singh Sandhu,5.0
2023-11-11,Tawseeda Bano,Very good 👍😊,1.0
2023-11-11,Someshwar Nikure,👍,5.0
2023-11-10,chandan kumar,Very good,5.0
2023-11-10,tarun garg,"Very poor, not working",1.0
2023-11-09,Ved Prakash Jaiswal,Nice,5.0
2023-11-09,Bhrigu Kumar Saikia,"3rd class app, otp take forever to reach..",1.0
2023-11-09,Bihari lal Choudhary,It is very helpful concern with health care portfolio.,5.0
2023-11-09,Mohanmurli Talak,Nice to see details and easy to upload the health document.... very good for aged. General public need this app.,5.0
2023-11-09,Kashyap P. Bezbaruah,It is creating so much problem on my phone. Redownloading again and again but the app crashes every single time after successful login.,1.0
2023-11-08,Sunil Dutt Pokhriyal,Best app,5.0
2023-11-08,Biswnath Pal,Ok,5.0
2023-11-08,KN Singh,Good,4.0
2023-11-08,SidheekTk Maramuttam,Iam first timeusing very good,3.0
2023-11-08,Ghouse Mohd,Highly support able,5.0
2023-11-07,s m salian,very good,5.0
2023-11-07,Praveen Kumar,"Give option to delete profile from app, multiple duplicate profiles have been created, and it's causing confusion.",4.0
2023-11-07,P Siva Kumar,Good all,5.0
2023-11-07,R B S,Good working,5.0
2023-11-07,PRAKASH PATHARE,Excellent app,5.0
